u,v,name,length,highway,oneway
42443346,42435301,West 76th Street,273.54695603,residential,True
42443347,42428061,Columbus Avenue,86.9708047785,primary,True
42443347,42442463,West 79th Street,274.257996862,secondary,False
370893396,42442788,Baruch Place,13.7993149024,residential,True
370893396,42453613,East Houston Street,220.956735162,primary,True
370893397,370893396,East Houston Street,79.0779890042,primary,True
373850916,589927991,Park Avenue,103.474743433,secondary,True
42426968,42424235,5th Avenue,84.0184626294,secondary,True
42443353,42442480,West 86th Street,273.277771503,secondary,False
42443353,42443349,Columbus Avenue,86.7550916456,primary,True
42443353,42435310,West 86th Street,271.98128494,secondary,False
1825841754,1825841700,Columbus Circle,88.9529681411,primary,True
42426971,42425484,Harlem River Drive,419.541794146,motorway,True
486867548,3630249566,Delancey Street,76.0816208796,primary,True
486867548,42432095,Suffolk Street,92.9380545128,residential,True
42440122,42440112,Morningside Avenue,79.3902056262,residential,False
42440122,42440125,Morningside Avenue,80.0395217258,residential,False
42440122,42447326,West 118th Street,136.619871376,residential,True
371188320,406006393,FDR Drive,268.300814682,motorway,True
371188320,42427970,East 63rd Street,171.398255232,"[u'tertiary', u'motorway_link']",True
588455743,4158807592,Oliver Street,32.6054840281,primary,False
588455743,1773055865,Oliver Street,15.9649673201,primary,False
588455743,588455742,Chatham Square,52.1460654523,primary,True
42443363,42435317,West 92nd Street,271.464301874,residential,True
42443363,4016646206,Columbus Avenue,79.2236038479,primary,True
592405093,42435931,Henry Street,306.388616147,residential,False
592405093,42427742,Henry Street,45.1339858174,residential,True
42443366,42442514,West 93rd Street,273.055394953,residential,True
42443366,42443363,Columbus Avenue,80.364011803,primary,True
42453777,42447249,Church Street,79.7651432405,residential,True
42453777,42430118,White Street,33.4836878641,residential,True
3567807957,42434845,Varick Street,72.5535926459,secondary,True
370705004,2821304146,Centre Street,81.5320227946,secondary,True
42443373,42442528,West 95th Street,272.993400791,residential,True
42443373,42436985,Columbus Avenue,78.9479836676,primary,True
42440125,42440122,Morningside Avenue,80.0395217258,residential,False
42440125,42429747,Morningside Avenue,79.9265005437,residential,False
42449683,561042192,East 37th Street,18.2784609114,secondary,True
42449683,42453986,Park Avenue,78.5053457531,secondary,True
592405108,42427742,Grand Street,49.3348302817,primary,False
592405108,42445630,Grand Street,15.5543528396,primary,False
42443381,42443373,Columbus Avenue,85.3472174398,primary,True
42443381,42442534,West 96th Street,272.957429141,secondary,False
42443381,42424439,West 96th Street,271.594078392,secondary,False
42443388,42443381,Columbus Avenue,87.0286476496,primary,True
42443388,42442542,West 97th Street,273.142703506,residential,True
42435197,42432218,Edgecombe Avenue,300.559644263,residential,True
42435197,765367023,Edgecombe Avenue,24.0877963952,residential,False
42435198,42439783,Amsterdam Avenue,65.8931918578,secondary,False
42435198,42442717,Amsterdam Avenue,74.2453348943,secondary,False
42435198,765367023,West 170th Street,72.5321469055,residential,True
42427009,3631837584,FDR Drive,653.490766119,motorway,True
42427012,42433513,FDR Drive,116.997019894,secondary,True
42452026,42433574,Grand Street,79.8884904408,secondary,True
42452026,42432142,West Broadway,122.244935075,tertiary,False
42435207,42453226,West 119th Street,304.122096771,residential,True
42435207,42439485,5th Avenue,79.6836917018,secondary,True
42427016,42428080,Amsterdam Avenue,39.8039937759,secondary,False
42427016,42442734,Amsterdam Avenue,51.0438653784,secondary,False
42451593,42432097,Norfolk Street,113.842705216,primary,True
42451593,42447428,Grand Street,77.4021333876,primary,False
42451593,42452084,Grand Street,70.5071306282,secondary,False
42443403,42447273,West 100th Street,134.368432528,residential,True
42443403,42443388,Columbus Avenue,245.103776667,primary,True
42443406,42443403,Columbus Avenue,312.965763196,primary,True
42443406,42447285,West 104th Street,134.747740898,residential,True
761293090,761329683,Riverside Drive,15.1685907082,secondary,True
42451604,42455039,East Houston Street,72.4844063834,primary,True
42443413,42432744,Columbus Avenue,79.7353645766,primary,True
42443413,42447295,West 108th Street,132.943661279,residential,True
42427030,42428005,East 71st Street,203.739250743,secondary,True
42437401,246858433,"[u'Liberty Street', u'South End Avenue']",280.726303053,"[u'unclassified', u'residential']",False
42437401,42437410,Albany Street,104.285610679,residential,False
42437401,42440639,South End Avenue,87.485727416,residential,False
42437401,246858431,Albany Street,116.500875348,residential,False
2499757469,42428984,Broadway,39.6663139034,primary,False
2499757469,2499757467,Broadway,40.7427728482,primary,True
42432161,42428438,Broome Street,80.7459392071,primary,True
42432161,42442255,Crosby Street,164.88243068,residential,True
42427036,42427030,FDR Drive,165.310015652,secondary,True
42435230,42439489,Lexington Avenue,79.7364948997,secondary,True
42435230,42435222,East 119th Street,143.071759346,residential,True
42435231,42443821,3rd Avenue,81.2861051624,primary,True
42435231,42435230,East 119th Street,154.41720071,residential,True
42435234,42439497,2nd Avenue,79.7725636548,primary,True
42435234,42435231,East 119th Street,216.168520859,residential,True
42435237,42443824,1st Avenue,82.3963351941,primary,True
42435237,42435234,East 119th Street,228.553242471,residential,True
1764405361,1764405363,Nagle Avenue,176.519920828,primary,True
1764405361,42446604,West 204th Street,113.936441506,tertiary,False
1764405361,42452495,West 204th Street,8.6615250769,secondary,False
42435240,42443826,Pleasant Avenue,82.9322267508,residential,False
42435240,371218803,East 119th Street,190.633988034,residential,False
42435240,42439506,Pleasant Avenue,79.823142987,residential,False
42435240,42435237,East 119th Street,216.396607724,residential,True
42459820,42427242,Gold Street,39.3095736873,residential,False
42459820,42448483,Gold Street,61.1824793774,residential,True
2481865390,588455736,Manhattan Bridge,79.7146752186,primary,True
2481865390,205008849,Bowery,49.8158104369,primary,False
2481865390,42440804,Canal Street,83.8484494261,primary,False
2481865390,1773063789,Bowery,147.130806567,primary,True
42435250,42435253,Central Park West,79.0106880278,secondary,False
42435250,1061531509,West 62nd Street,140.450097676,secondary,True
42435253,42435257,Central Park West,79.7581574677,secondary,False
42435253,42435250,Central Park West,79.0106880278,secondary,False
42435253,1061531447,West 63rd Street,187.109235115,residential,True
42435981,42435856,West 138th Street,133.015991732,residential,True
42435981,42439598,Edgecombe Avenue,79.5656342611,tertiary,False
42435981,42439599,Edgecombe Avenue,79.1357298687,tertiary,False
42435257,42435261,Central Park West,79.6197609344,secondary,False
42435257,42435253,Central Park West,79.7581574677,secondary,False
42435261,247223720,65th Street Transverse,119.927727959,secondary,True
42435261,42435257,Central Park West,79.6197609344,secondary,False
42435261,42435264,Central Park West,80.7397833925,secondary,False
246858431,42437401,Albany Street,116.500875348,residential,False
246858431,588593611,West Street,240.492975897,trunk,True
246858431,42437396,Albany Street,26.0438189543,residential,False
42435264,3718672443,West 66th Street,273.370982016,secondary,True
42435264,42435261,Central Park West,80.7397833925,secondary,False
42435264,42424427,Central Park West,77.9616654538,secondary,False
246858433,42437401,"[u'Liberty Street', u'South End Avenue']",280.726303053,"[u'unclassified', u'residential']",False
246858433,42422028,Liberty Street,20.8713389654,unclassified,False
246858433,246858431,West Street,147.786783274,trunk,True
42451650,42453691,Division Street,60.0807040649,secondary,True
42451650,42433542,Forsyth Street,61.756195562,residential,True
246858435,42429577,Murray Street,80.8092218412,unclassified,False
246858435,42429570,Murray Street,29.2134388515,secondary,False
246858435,373880031,West Street,166.898064491,trunk,True
42435269,42435272,Central Park West,78.3589488177,secondary,False
42435269,42435266,Central Park West,80.6336243845,secondary,False
42435272,42437384,West 71st Street,273.195100207,residential,True
42435272,42435275,Central Park West,86.9222926681,secondary,False
42435272,42435269,Central Park West,78.3589488177,secondary,False
42435275,42435272,Central Park West,86.9222926681,secondary,False
42435275,42443336,West 72nd Street,273.238582414,secondary,False
42435275,42432556,Central Park West,86.626592005,secondary,False
42435275,248709390,Terrace Drive,151.140296817,unclassified,False
42451660,42429641,"[u'Forsyth Street', u'Hester Street']",219.987521803,residential,True
42451660,42452067,Grand Street,66.8943572002,secondary,False
42451660,42429643,Grand Street,79.1824677459,secondary,False
42451660,42432111,Forsyth Street,110.755314221,residential,True
246858445,246858448,West Street,349.979610906,trunk,True
42427086,42427112,Fort Washington Avenue,132.420597053,secondary,False
42427086,42428962,Broadway,80.3645114752,primary,True
42427086,561035374,West 159th Street,18.3081678207,secondary,False
595314125,42425348,Riverside Drive,324.895987499,secondary,False
595314125,42441526,Riverside Drive,71.431957727,residential,True
595314125,42441535,Riverside Drive,8.63129642374,secondary,False
246858448,246858449,West Street,80.8865291235,trunk,True
246858448,42431626,Chambers Street,27.6175640583,secondary,False
246858448,42431629,Chambers Street,79.2924019913,residential,False
42451665,42443127,East Houston Street,69.6287436615,primary,True
42435283,42432556,Central Park West,80.6002377436,secondary,False
42435283,42435295,Central Park West,80.7381059811,secondary,False
42451674,42428232,West 31st Street,230.320769077,tertiary,True
42451674,42437686,5th Avenue,77.0664062254,secondary,True
42443486,42443488,Wadsworth Terrace,75.9846136094,residential,False
42443486,42449653,"[u'Wadsworth Terrace', u'West 188th Street']",151.76085782,residential,True
42435295,42443344,West 75th Street,273.517396576,residential,True
42435295,42435283,Central Park West,80.7381059811,secondary,False
42435295,42435301,Central Park West,80.9325532867,secondary,False
42443488,42449656,West 190th Street,75.1667433111,residential,True
42443488,42443486,Wadsworth Terrace,75.9846136094,residential,False
42438779,42430131,York Street,50.7234722374,residential,False
42438779,42438781,Saint John's Lane,75.3521278711,residential,True
541467364,2481865390,Bowery,89.5840267008,primary,True
42435301,42424225,Central Park West,85.6992509635,secondary,False
42435301,42435295,Central Park West,80.9325532867,secondary,False
42427112,42427115,Fort Washington Avenue,80.8216730608,secondary,False
42427112,42428964,West 160th Street,88.694999288,residential,True
42427112,42427086,Fort Washington Avenue,132.420597053,secondary,False
42427115,42427112,Fort Washington Avenue,80.8216730608,secondary,False
42427115,42427122,Fort Washington Avenue,82.3464049499,secondary,False
42427115,42441695,West 161st Street,225.221372102,residential,True
42435308,42421800,Central Park West,80.0496422077,secondary,False
42435308,42433564,Central Park West,80.5144200732,secondary,False
42435308,42437300,West 83rd Street,270.778471655,residential,True
42448338,596775907,East 55th Street,20.6383602986,unclassified,True
42448338,42443613,Park Avenue,79.353642306,secondary,True
42435310,42443353,West 86th Street,271.98128494,secondary,False
42435310,42424851,Central Park West,88.1816794668,secondary,False
42435310,42434156,Central Park West,85.1818258619,secondary,False
42435310,42433927,86th Street Transverse Road,733.19320552,secondary,False
42451695,42446668,10th Avenue,156.128526803,primary,True
42435312,42421993,Central Park West,79.5184982177,secondary,False
42435312,42434156,Central Park West,79.8602813467,secondary,False
42427122,42427115,Fort Washington Avenue,82.3464049499,secondary,False
42427122,42428966,West 162nd Street,123.390572557,residential,True
42427122,42427126,Fort Washington Avenue,78.5133242332,secondary,False
42435316,42435317,Central Park West,79.7538998524,secondary,False
42435316,4016646206,West 91st Street,272.287619953,residential,True
42435316,42431447,Central Park West,77.302392629,secondary,False
42435317,42435316,Central Park West,79.7538998524,secondary,False
42435317,42435319,Central Park West,80.1599466071,secondary,False
42427126,42427128,Fort Washington Avenue,82.6020095906,secondary,False
42427126,42441704,West 163rd Street,173.276532052,residential,True
42427126,42427122,Fort Washington Avenue,78.5133242332,secondary,False
42435319,42435323,Central Park West,78.831172487,secondary,False
42435319,42435317,Central Park West,80.1599466071,secondary,False
42435319,42443366,West 93rd Street,272.551568188,residential,True
42427128,42428970,West 164th Street,157.554838502,residential,True
42427128,42427133,Fort Washington Avenue,118.174823534,secondary,False
42427128,42427126,Fort Washington Avenue,82.6020095906,secondary,False
42443513,42453601,1st Avenue,84.4069033555,primary,True
42443513,42442842,East 1st Street,229.744131494,residential,True
42435323,42435328,Central Park West,79.9298833562,secondary,False
42435323,42435319,Central Park West,78.831172487,secondary,False
42427133,42427128,Fort Washington Avenue,118.174823534,secondary,False
